topo,seed,agent,indeg,meanV
Small World,46,18,6,30.304
Small World,46,19,5,28.684
Small World,46,20,3,30.944
Small World,46,21,6,31.138
Small World,46,22,5,31.386
Small World,46,23,3,29.756
Small World,46,24,1,30.464
Small World,46,25,2,30.85
Small World,46,26,4,29.598
Small World,46,27,6,31.734
Small World,46,28,4,28.428
Small World,46,29,3,27.93
Small World,46,30,3,27.644
Small World,46,31,7,28.934
Small World,46,32,2,29.3
Small World,46,33,3,28.486
Small World,46,34,5,31.47
Small World,46,35,7,29.276
Small World,46,36,5,29.31
Small World,46,37,4,32.25
Small World,46,38,2,31.434
Small World,46,39,2,30.372
Small World,46,40,3,28.714
Small World,46,41,6,31.574
Small World,46,42,5,30.668
Small World,46,43,4,29.254
Small World,46,44,1,28.51
Small World,46,45,1,30.798
Small World,46,46,6,29.064
Small World,46,47,4,28.26
Small World,46,48,4,28.406
Small World,46,49,6,30.844
Small World,46,50,4,30.486
Small World,46,51,3,30.422
Small World,46,52,1,30.93
Small World,46,53,5,29.282
Small World,46,54,2,29.596
Small World,46,55,5,30.908
Small World,46,56,5,31.076
Small World,46,57,4,31.756
Small World,46,58,5,29.724
Small World,46,59,2,31.162
Small World,46,60,4,29.668
Small World,46,61,4,29.138
Small World,46,62,5,29.148
Small World,46,63,0,32.166
Small World,46,64,7,31.388
Small World,46,65,4,30.226
Small World,46,66,4,29.106
Small World,46,67,3,32.182
Small World,46,68,7,30.398
Small World,46,69,3,30.984
Small World,46,70,6,31.258
Small World,46,71,1,33.706
Small World,46,72,5,32.898
Small World,46,73,1,33.59
Small World,46,74,5,30.736
Small World,46,75,5,32.49
Small World,46,76,5,32.416
Small World,46,77,5,31.608
Small World,46,78,5,30.27
Small World,46,79,3,30.824
Small World,47,0,5,28.186
Small World,47,1,3,29.902
Small World,47,2,1,28.928
Small World,47,3,3,28.16
Small World,47,4,3,29.722
Small World,47,5,5,30.978
Small World,47,6,3,27.924
Small World,47,7,7,29.126
Small World,47,8,5,29.708
Small World,47,9,4,29.752
Small World,47,10,4,30.812
Small World,47,11,3,29.42
Small World,47,12,5,29.144
Small World,47,13,3,27.606
Small World,47,14,4,29.62
Small World,47,15,4,30.044
Small World,47,16,4,27.842
Small World,47,17,4,28.42
Small World,47,18,4,28.566
Small World,47,19,7,30.366
Small World,47,20,4,28.702
Small World,47,21,4,27.612
Small World,47,22,5,28.766
Small World,47,23,6,29.79
Small World,47,24,4,28.862
Small World,47,25,2,29.902
Small World,47,26,5,27.804
Small World,47,27,5,29.584
Small World,47,28,3,28.116
Small World,47,29,5,29.098
Small World,47,30,2,27.894
Small World,47,31,4,30.244
Small World,47,32,4,30.146
Small World,47,33,4,28.36
Small World,47,34,6,28.412
Small World,47,35,2,29.606
Small World,47,36,6,27.942
Small World,47,37,4,28.542
Small World,47,38,6,28.488
Small World,47,39,3,28.426
Small World,47,40,2,30.734
Small World,47,41,2,30.346
Small World,47,42,5,29.358
Small World,47,43,6,29.146
Small World,47,44,4,28.61
Small World,47,45,3,29.336
Small World,47,46,4,28.674
Small World,47,47,5,30.246
Small World,47,48,4,28.958
Small World,47,49,4,30.464
Small World,47,50,3,28.494
Small World,47,51,5,29.098
Small World,47,52,6,28.836
Small World,47,53,4,30.454
Small World,47,54,4,28.138
Small World,47,55,4,30.158
Small World,47,56,2,29.19
Small World,47,57,3,28.474
Small World,47,58,6,28.136
Small World,47,59,2,31.494
Small World,47,60,3,28.436
Small World,47,61,2,29.994
Small World,47,62,3,29.3
Small World,47,63,5,28.918
Small World,47,64,5,28.338
Small World,47,65,3,29.038
Small World,47,66,6,29.454
Small World,47,67,7,28.056
Small World,47,68,3,31.044
Small World,47,69,2,29.708
Small World,47,70,4,28.886
Small World,47,71,5,29.06
Small World,47,72,5,28.844
Small World,47,73,1,28.41
Small World,47,74,2,28.534
Small World,47,75,2,29.7
Small World,47,76,3,27.988
Small World,47,77,7,30.286
Small World,47,78,6,28.038
Small World,47,79,3,29.55
Small World,48,0,2,31.092
Small World,48,1,4,29.572
Small World,48,2,6,30.638
Small World,48,3,3,29.628
Small World,48,4,4,28.568
Small World,48,5,6,29.978
Small World,48,6,6,28.884
Small World,48,7,3,31.05
Small World,48,8,1,31.168
Small World,48,9,6,29.366
Small World,48,10,4,29.426
Small World,48,11,3,29.958
Small World,48,12,4,29.436
Small World,48,13,6,28.412
Small World,48,14,6,29.616
Small World,48,15,3,32.044
Small World,48,16,5,30.228
Small World,48,17,3,29.892
Small World,48,18,4,31.628
Small World,48,19,7,30.054
Small World,48,20,3,29.958
Small World,48,21,5,32.768
Small World,48,22,4,30.22
Small World,48,23,4,31.8
Small World,48,24,3,31.012
Small World,48,25,4,30.256
Small World,48,26,5,28.862
Small World,48,27,2,31.392
Small World,48,28,3,30.566
Small World,48,29,5,29.744
Small World,48,30,5,31.03
Small World,48,31,3,32.048
Small World,48,32,3,28.568
Small World,48,33,5,31.328
Small World,48,34,3,30.688
Small World,48,35,3,28.664
Small World,48,36,5,29.45
Small World,48,37,3,30.694
Small World,48,38,5,30.374
Small World,48,39,3,31.4
Small World,48,40,4,30.536
Small World,48,41,2,32.924
Small World,48,42,3,32.702
Small World,48,43,4,32.042
Small World,48,44,8,30.122
Small World,48,45,2,30.88
Small World,48,46,1,31.766
Small World,48,47,3,30.882
Small World,48,48,4,30.008
Small World,48,49,5,30.372
Small World,48,50,4,30.242
Small World,48,51,3,31.808
Small World,48,52,3,31.734
Small World,48,53,8,28.406
Small World,48,54,3,29.65
Small World,48,55,5,28.908
Small World,48,56,3,28.098
Small World,48,57,4,30.37
Small World,48,58,3,30.132
Small World,48,59,6,30.59
Small World,48,60,4,28.844
Small World,48,61,5,29.642
Small World,48,62,1,32.178
Small World,48,63,5,29.486
Small World,48,64,3,28.77
Small World,48,65,5,31.742
Small World,48,66,2,33.642
Small World,48,67,7,30.308
Small World,48,68,5,30.116
Small World,48,69,6,30.998
Small World,48,70,3,29.768
Small World,48,71,4,29.476
Small World,48,72,4,31.56
Small World,48,73,2,30.804
Small World,48,74,2,30.29
Small World,48,75,6,30.19
Small World,48,76,6,29.438
Small World,48,77,5,31.244
Small World,48,78,1,32.25
Small World,48,79,4,29.452
Small World,49,0,3,31.52
Small World,49,1,1,32.698
Small World,49,2,5,26.91
Small World,49,3,5,28.878
Small World,49,4,6,31.262
Small World,49,5,4,32.472
Small World,49,6,3,30.388
Small World,49,7,4,30.892
Small World,49,8,5,31.76
Small World,49,9,6,30.746
Small World,49,10,3,32.184
Small World,49,11,1,31.458
Small World,49,12,4,31.022
Small World,49,13,5,31.55
Small World,49,14,6,30.654
Small World,49,15,4,31.902
Small World,49,16,2,31.466
Small World,49,17,5,31.444
Small World,49,18,5,33.086
Small World,49,19,3,29.252
Small World,49,20,3,32.896
Small World,49,21,2,33.008
Small World,49,22,4,32.096
Small World,49,23,7,29.502
Small World,49,24,4,31.626
Small World,49,25,2,30.976
Small World,49,26,4,32.774
Small World,49,27,4,30.742
Small World,49,28,1,32.906
Small World,49,29,5,31.168
Small World,49,30,4,30.612
Small World,49,31,4,29.678
Small World,49,32,7,29.472
Small World,49,33,7,29.722
Small World,49,34,5,28.24
Small World,49,35,3,32.422
Small World,49,36,2,30.962
Small World,49,37,3,31.288
Small World,49,38,2,31.402
Small World,49,39,0,36.386
Small World,49,40,4,33.244
Small World,49,41,4,29.67
Small World,49,42,6,29.78
Small World,49,43,5,28.108
Small World,49,44,6,29.344
Small World,49,45,5,32.268
Small World,49,46,2,30.036
Small World,49,47,8,30.552
Small World,49,48,0,33.448
Small World,49,49,3,29.784
Small World,49,50,5,28.238
Small World,49,51,5,30.942
Small World,49,52,6,29.338
Small World,49,53,4,29.856
Small World,49,54,3,28.026
Small World,49,55,3,29.704
Small World,49,56,2,30.602
Small World,49,57,3,30.276
Small World,49,58,3,28.948
Small World,49,59,6,29.36
Small World,49,60,5,29.07
Small World,49,61,3,30.068
Small World,49,62,5,30.722
Small World,49,63,4,31.58
Small World,49,64,3,31.356
Small World,49,65,3,32.354
Small World,49,66,5,29.254
Small World,49,67,6,30.832
Small World,49,68,4,29.902
Small World,49,69,3,31.924
Small World,49,70,4,30.83
Small World,49,71,4,29.224
Small World,49,72,6,30.184
Small World,49,73,5,30.908
Small World,49,74,3,29.94
Small World,49,75,5,29.198
Small World,49,76,4,28.74
Small World,49,77,1,29.732
Small World,49,78,5,31.154
Small World,49,79,6,31.626
Small World,50,0,9,30.674
Small World,50,1,3,30.862
Small World,50,2,2,31.984
Small World,50,3,2,32.424
Small World,50,4,4,30.46
Small World,50,5,5,30.664
Small World,50,6,5,29.354
Small World,50,7,5,30.854
Small World,50,8,1,30.66
Small World,50,9,3,29.752
Small World,50,10,7,29.05
Small World,50,11,5,29.76
Small World,50,12,3,30.6
Small World,50,13,4,30.792
Small World,50,14,4,31.312
Small World,50,15,4,28.92
Small World,50,16,3,31.338
Small World,50,17,5,28.098
Small World,50,18,4,30.632
Small World,50,19,4,29.154
Small World,50,20,1,27.212
Small World,50,21,4,29.214
Small World,50,22,2,30.224
Small World,50,23,3,28.176
Small World,50,24,6,29.164
Small World,50,25,5,27.598
Small World,50,26,2,30.338
Small World,50,27,4,29.77
Small World,50,28,4,30.248
Small World,50,29,5,29.998
Small World,50,30,4,29.434
Small World,50,31,4,27.31
Small World,50,32,5,30.188
Small World,50,33,4,29.928
Small World,50,34,3,32.462
Small World,50,35,3,30.514
Small World,50,36,4,29.086
Small World,50,37,4,29.972
Small World,50,38,4,29.034
Small World,50,39,4,27.73
Small World,50,40,3,28.97
Small World,50,41,6,27.328
Small World,50,42,2,32.648
Small World,50,43,1,30.202
Small World,50,44,1,34.282
Small World,50,45,6,29.8
Small World,50,46,4,29.802
Small World,50,47,8,30.684
Small World,50,48,6,28.392
Small World,50,49,4,27.322
Small World,50,50,4,29.648
Small World,50,51,5,30.252
Small World,50,52,4,28.686
Small World,50,53,4,28.796
Small World,50,54,4,30.146
Small World,50,55,2,29.616
Small World,50,56,3,29.07
Small World,50,57,5,29.22
Small World,50,58,3,27.292
Small World,50,59,5,30.166
Small World,50,60,4,26.644
Small World,50,61,4,29.452
Small World,50,62,5,29.452
Small World,50,63,2,31.948
Small World,50,64,3,27.862
Small World,50,65,4,28.592
Small World,50,66,5,29.6
Small World,50,67,5,28.952
Small World,50,68,4,26.744
Small World,50,69,6,28.28
Small World,50,70,3,28.048
Small World,50,71,2,33.844
Small World,50,72,5,28.084
Small World,50,73,5,29.11
Small World,50,74,6,29.974
Small World,50,75,7,29.788
Small World,50,76,2,32.532
Small World,50,77,2,31.112
Small World,50,78,4,31.658
Small World,50,79,5,29.532
Small World,51,0,3,28.254
Small World,51,1,6,28.432
Small World,51,2,3,28.862
Small World,51,3,5,26.38
Small World,51,4,4,30.876
Small World,51,5,3,29.948
Small World,51,6,4,28.868
Small World,51,7,7,27.694
Small World,51,8,2,29.824
Small World,51,9,5,30.358
Small World,51,10,3,29.326
Small World,51,11,3,27.346
Small World,51,12,2,29.302
Small World,51,13,2,30.184
Small World,51,14,2,32.306
Small World,51,15,6,28.92
Small World,51,16,4,28.664
Small World,51,17,2,29.158
Small World,51,18,4,27.918
Small World,51,19,6,27.318
Small World,51,20,8,28.44
Small World,51,21,3,29.24
Small World,51,22,3,27.398
Small World,51,23,3,27.074
Small World,51,24,5,29.662
Small World,51,25,5,27.22
Small World,51,26,2,31.634
Small World,51,27,3,27.54
Small World,51,28,5,28.718
Small World,51,29,3,30.076
Small World,51,30,4,26.084
Small World,51,31,4,29.204
Small World,51,32,6,28.338
Small World,51,33,4,27.082
Small World,51,34,7,27.704
Small World,51,35,3,31.832
Small World,51,36,4,29.706
Small World,51,37,3,30.22
Small World,51,38,4,29.32
Small World,51,39,6,29.812
Small World,51,40,4,29.562
Small World,51,41,4,27.794
Small World,51,42,3,28.906
Small World,51,43,3,30.726
Small World,51,44,3,30.266
Small World,51,45,4,29.614
Small World,51,46,3,29.962
Small World,51,47,4,28.578
Small World,51,48,4,27.338
Small World,51,49,4,28.224
Small World,51,50,6,29.044
Small World,51,51,2,28.184
Small World,51,52,4,27.704
Small World,51,53,4,30.228
Small World,51,54,3,30.232
Small World,51,55,4,26.738
Small World,51,56,6,29.438
Small World,51,57,4,30.21
Small World,51,58,5,28.162
Small World,51,59,2,29.884
Small World,51,60,4,27.356
Small World,51,61,5,28.044
Small World,51,62,7,28.762
Small World,51,63,2,27.464
Small World,51,64,5,29.658
Small World,51,65,4,29.544
Small World,51,66,4,30.442
Small World,51,67,5,30.554
Small World,51,68,4,29.058
Small World,51,69,2,30.038
Small World,51,70,4,28.194
Small World,51,71,5,27.37
Small World,51,72,4,29.482
Small World,51,73,5,27.986
Small World,51,74,2,31.632
Small World,51,75,4,29.24
Small World,51,76,6,29.942
Small World,51,77,2,29.498
Small World,51,78,4,30.34
Small World,51,79,5,27.856
Hierarchical,42,0,4,29.192
Hierarchical,42,1,3,29.276
Hierarchical,42,2,5,29.206
Hierarchical,42,3,2,28.194
Hierarchical,42,4,3,30.096
Hierarchical,42,5,5,29.504
Hierarchical,42,6,4,30.062
Hierarchical,42,7,2,30.712
Hierarchical,42,8,7,28.002
Hierarchical,42,9,1,31.568
Hierarchical,42,10,3,29.02
Hierarchical,42,11,2,30.6
Hierarchical,42,12,6,28.408
Hierarchical,42,13,2,32.456
Hierarchical,42,14,5,30.512
Hierarchical,42,15,2,30.542
Hierarchical,42,16,3,29.734
Hierarchical,42,17,11,28.806
Hierarchical,42,18,3,30.988
Hierarchical,42,19,6,28.756
Hierarchical,42,20,4,28.758
Hierarchical,42,21,5,30.308
Hierarchical,42,22,3,30.186
Hierarchical,42,23,3,28.458
Hierarchical,42,24,6,29.33
Hierarchical,42,25,5,29.786
Hierarchical,42,26,5,32.08
Hierarchical,42,27,3,31.078
Hierarchical,42,28,2,30.5
Hierarchical,42,29,5,30.34
Hierarchical,42,30,3,29.064
Hierarchical,42,31,3,29.776
Hierarchical,42,32,5,29.952
Hierarchical,42,33,3,31.454
Hierarchical,42,34,4,29.326
Hierarchical,42,35,2,31.194
Hierarchical,42,36,0,29.444
Hierarchical,42,37,3,30.89
Hierarchical,42,38,2,29.798
Hierarchical,42,39,4,30.404
Hierarchical,42,40,6,29.382
Hierarchical,42,41,1,30.44
Hierarchical,42,42,3,29.982
Hierarchical,42,43,4,29.516
Hierarchical,42,44,4,29.96
Hierarchical,42,45,1,34.222
Hierarchical,42,46,6,29.106
Hierarchical,42,47,2,29.818
Hierarchical,42,48,2,29.468
Hierarchical,42,49,6,29.32
Hierarchical,42,50,4,29.952
Hierarchical,42,51,3,28.732
Hierarchical,42,52,6,28.8
Hierarchical,42,53,2,28.822
Hierarchical,42,54,5,30.378
Hierarchical,42,55,6,28.296
Hierarchical,42,56,5,28.112
Hierarchical,42,57,6,28.488
Hierarchical,42,58,9,28.14
Hierarchical,42,59,4,30.206
Hierarchical,42,60,3,30.768
Hierarchical,42,61,6,30.058
Hierarchical,42,62,4,29.654
Hierarchical,42,63,5,28.476
Hierarchical,42,64,1,30.91
Hierarchical,42,65,3,28.854
Hierarchical,42,66,1,33.692
Hierarchical,42,67,1,30.962
Hierarchical,42,68,4,29.256
Hierarchical,42,69,5,29.302
Hierarchical,42,70,4,28.292
Hierarchical,42,71,5,29.366
Hierarchical,42,72,4,28.608
Hierarchical,42,73,3,30.424
Hierarchical,42,74,5,31.838
Hierarchical,42,75,7,28.544
Hierarchical,42,76,6,30.466
Hierarchical,42,77,5,30.55
Hierarchical,42,78,6,30.234
Hierarchical,42,79,2,30.138
Hierarchical,43,0,4,29.35
Hierarchical,43,1,4,30.546
Hierarchical,43,2,9,29.116
Hierarchical,43,3,4,29.046
Hierarchical,43,4,4,30.152
Hierarchical,43,5,3,29.212
Hierarchical,43,6,0,38.252
Hierarchical,43,7,1,29.786
Hierarchical,43,8,3,29.996
Hierarchical,43,9,5,30.076
Hierarchical,43,10,7,29.222
Hierarchical,43,11,2,31.392
Hierarchical,43,12,4,30.912
Hierarchical,43,13,5,29.328
Hierarchical,43,14,4,31.356
Hierarchical,43,15,1,31.28
Hierarchical,43,16,5,29.808
Hierarchical,43,17,6,28.738
Hierarchical,43,18,6,32.838
Hierarchical,43,19,2,34.498
Hierarchical,43,20,3,30.974
Hierarchical,43,21,5,29.226
Hierarchical,43,22,1,28.264
Hierarchical,43,23,5,31.996
Hierarchical,43,24,7,30.42
Hierarchical,43,25,4,29.444
Hierarchical,43,26,1,30.05
Hierarchical,43,27,5,31.092
Hierarchical,43,28,3,32.368
Hierarchical,43,29,5,30.538
Hierarchical,43,30,4,31.592
Hierarchical,43,31,7,30.354
Hierarchical,43,32,6,30.258
Hierarchical,43,33,2,28.792
Hierarchical,43,34,3,30.708
Hierarchical,43,35,3,30.04
Hierarchical,43,36,2,31.096
Hierarchical,43,37,3,30.534
Hierarchical,43,38,4,32.736
Hierarchical,43,39,3,30.386
Hierarchical,43,40,9,31.708
Hierarchical,43,41,5,30.162
Hierarchical,43,42,7,30.88
Hierarchical,43,43,7,30.776
Hierarchical,43,44,2,30.53
Hierarchical,43,45,4,34.136
Hierarchical,43,46,5,30.612
Hierarchical,43,47,2,28.488
Hierarchical,43,48,4,32.252
Hierarchical,43,49,2,29.658
Hierarchical,43,50,1,31.376
Hierarchical,43,51,4,29.746
Hierarchical,43,52,6,30.574
Hierarchical,43,53,4,30.35
Hierarchical,43,54,4,29.5
Hierarchical,43,55,6,28.384
Hierarchical,43,56,3,28.586
Hierarchical,43,57,1,29.762
Hierarchical,43,58,6,29.172
Hierarchical,43,59,9,29.488
Hierarchical,43,60,6,30.702
Hierarchical,43,61,4,31.748
Hierarchical,43,62,1,29.706
Hierarchical,43,63,4,28.532
Hierarchical,43,64,6,29.944
Hierarchical,43,65,7,30.25
Hierarchical,43,66,6,31.814
Hierarchical,43,67,3,30.396
Hierarchical,43,68,3,32.776
Hierarchical,43,69,0,35.666
Hierarchical,43,70,4,31.506
Hierarchical,43,71,2,28.784
Hierarchical,43,72,3,30.972
Hierarchical,43,73,10,28.932
Hierarchical,43,74,9,28.798
Hierarchical,43,75,4,29.078
Hierarchical,43,76,5,30.716
Hierarchical,43,77,3,30.676
Hierarchical,43,78,2,31.688
Hierarchical,43,79,2,29.88
Hierarchical,44,0,1,32.562
Hierarchical,44,1,2,32.318
Hierarchical,44,2,6,30.828
Hierarchical,44,3,5,32.022
Hierarchical,44,4,2,31.676
Hierarchical,44,5,3,30.642
Hierarchical,44,6,4,31.438
Hierarchical,44,7,6,30.024
Hierarchical,44,8,6,30.596
Hierarchical,44,9,2,30.466
Hierarchical,44,10,4,31.138
Hierarchical,44,11,3,33.526
Hierarchical,44,12,2,32.746
Hierarchical,44,13,5,33.218
Hierarchical,44,14,5,30.97
Hierarchical,44,15,4,33.728
Hierarchical,44,16,6,30.388
Hierarchical,44,17,10,30.428
Hierarchical,44,18,7,31.424
Hierarchical,44,19,9,30.386
Hierarchical,44,20,4,30.444
Hierarchical,44,21,4,28.754
Hierarchical,44,22,5,31.266
Hierarchical,44,23,6,31.096
Hierarchical,44,24,2,30.754
Hierarchical,44,25,2,31.588
Hierarchical,44,26,8,31.336
Hierarchical,44,27,4,32.724
Hierarchical,44,28,3,32.394
Hierarchical,44,29,3,30.936
Hierarchical,44,30,5,32.578
Hierarchical,44,31,4,29.6
Hierarchical,44,32,4,31.392
Hierarchical,44,33,8,30.532
Hierarchical,44,34,2,31.562
Hierarchical,44,35,1,34.186
Hierarchical,44,36,6,31.308
Hierarchical,44,37,3,30.398
Hierarchical,44,38,7,29.254
Hierarchical,44,39,3,32.544
Hierarchical,44,40,2,31.27
Hierarchical,44,41,5,31.832
Hierarchical,44,42,2,32.688
Hierarchical,44,43,7,31.956
Hierarchical,44,44,2,32.588
Hierarchical,44,45,2,29.252
Hierarchical,44,46,2,34.234
Hierarchical,44,47,2,33.594
Hierarchical,44,48,3,28.626
Hierarchical,44,49,3,32.342
Hierarchical,44,50,6,31.136
Hierarchical,44,51,7,31.322
Hierarchical,44,52,1,33.058
Hierarchical,44,53,1,31.27
Hierarchical,44,54,4,32.512
Hierarchical,44,55,3,31.35
Hierarchical,44,56,2,32.836
Hierarchical,44,57,2,31.136
Hierarchical,44,58,5,31.476
Hierarchical,44,59,7,32.358
Hierarchical,44,60,5,30.928
Hierarchical,44,61,4,31.154
Hierarchical,44,62,1,31.016
Hierarchical,44,63,5,30.828
Hierarchical,44,64,5,30.59
Hierarchical,44,65,3,31.122
Hierarchical,44,66,7,30.912
Hierarchical,44,67,5,31.62
Hierarchical,44,68,3,31.93
Hierarchical,44,69,6,30.382
Hierarchical,44,70,4,30.872
Hierarchical,44,71,2,33.092
Hierarchical,44,72,5,30.872
Hierarchical,44,73,3,32.742
Hierarchical,44,74,5,30.798
Hierarchical,44,75,5,32.078
Hierarchical,44,76,5,32.48
Hierarchical,44,77,3,32.81
Hierarchical,44,78,3,32.128
Hierarchical,44,79,1,36.066
Hierarchical,45,0,2,29.52
Hierarchical,45,1,3,29.89
Hierarchical,45,2,5,28.44
Hierarchical,45,3,4,33.272
Hierarchical,45,4,3,26.354
Hierarchical,45,5,4,27.99
Hierarchical,45,6,7,28.562
Hierarchical,45,7,3,30.576
Hierarchical,45,8,3,29.56
Hierarchical,45,9,6,27.304
Hierarchical,45,10,5,27.414
Hierarchical,45,11,3,28.804
Hierarchical,45,12,4,30.288
Hierarchical,45,13,5,27.58
Hierarchical,45,14,8,29.47
Hierarchical,45,15,5,29.466
Hierarchical,45,16,4,27.704
Hierarchical,45,17,9,26.984
Hierarchical,45,18,10,28.314
Hierarchical,45,19,6,28.4
Hierarchical,45,20,2,27.662
Hierarchical,45,21,6,27.556
Hierarchical,45,22,5,29.016
Hierarchical,45,23,4,28.112
Hierarchical,45,24,3,27.694
Hierarchical,45,25,5,29.768
Hierarchical,45,26,3,31.346
Hierarchical,45,27,3,30.496
Hierarchical,45,28,6,27.888
Hierarchical,45,29,4,28.832
Hierarchical,45,30,3,28.062
Hierarchical,45,31,2,31.278
Hierarchical,45,32,3,29.396
Hierarchical,45,33,1,32.748
Hierarchical,45,34,3,28.824
Hierarchical,45,35,1,29.558
Hierarchical,45,36,5,28.934
Hierarchical,45,37,6,29.788
Hierarchical,45,38,7,26.754
Hierarchical,45,39,1,30.91
Hierarchical,45,40,4,29.528
Hierarchical,45,41,5,28.656
Hierarchical,45,42,1,31.57
Hierarchical,45,43,4,30.408
Hierarchical,45,44,4,29.128
Hierarchical,45,45,4,28.486
Hierarchical,45,46,6,26.986
Hierarchical,45,47,1,32.102
Hierarchical,45,48,2,31.008
Hierarchical,45,49,2,30.794
Hierarchical,45,50,3,30.126
Hierarchical,45,51,2,31.002
Hierarchical,45,52,2,30.224
Hierarchical,45,53,5,29.84
Hierarchical,45,54,4,26.27
Hierarchical,45,55,6,28.422
Hierarchical,45,56,3,31.254
Hierarchical,45,57,7,27.67
Hierarchical,45,58,4,30.246
Hierarchical,45,59,5,26.354
Hierarchical,45,60,7,29.0
Hierarchical,45,61,4,29.974
Hierarchical,45,62,4,30.15
Hierarchical,45,63,3,29.586
Hierarchical,45,64,5,29.112
Hierarchical,45,65,4,28.1
Hierarchical,45,66,1,32.308
Hierarchical,45,67,1,27.888
Hierarchical,45,68,7,28.482
Hierarchical,45,69,4,30.388
Hierarchical,45,70,7,28.038
Hierarchical,45,71,3,29.5
Hierarchical,45,72,6,27.952
Hierarchical,45,73,4,26.38
Hierarchical,45,74,7,27.474
Hierarchical,45,75,2,29.692
Hierarchical,45,76,4,27.858
Hierarchical,45,77,3,29.242
Hierarchical,45,78,1,34.224
Hierarchical,45,79,4,28.308
Hierarchical,46,0,1,31.298
Hierarchical,46,1,4,29.614
Hierarchical,46,2,0,37.85
Hierarchical,46,3,5,30.024
Hierarchical,46,4,2,30.354
Hierarchical,46,5,4,30.632
Hierarchical,46,6,5,29.816
Hierarchical,46,7,3,28.554
Hierarchical,46,8,5,29.622
Hierarchical,46,9,2,30.622
Hierarchical,46,10,6,29.562
Hierarchical,46,11,6,29.486
Hierarchical,46,12,5,30.842
Hierarchical,46,13,2,30.23
Hierarchical,46,14,2,30.54
Hierarchical,46,15,5,30.408
Hierarchical,46,16,5,29.99
Hierarchical,46,17,5,31.87
Hierarchical,46,18,4,28.818
Hierarchical,46,19,6,28.93
Hierarchical,46,20,9,30.218
Hierarchical,46,21,3,30.462
Hierarchical,46,22,5,29.342
Hierarchical,46,23,3,30.15
Hierarchical,46,24,2,30.012
Hierarchical,46,25,2,33.468
Hierarchical,46,26,5,28.994
Hierarchical,46,27,2,28.514
Hierarchical,46,28,3,30.638
Hierarchical,46,29,2,29.18
Hierarchical,46,30,3,29.634
Hierarchical,46,31,3,30.958
Hierarchical,46,32,6,29.792
Hierarchical,46,33,3,30.18
Hierarchical,46,34,3,30.432
Hierarchical,46,35,5,29.952
Hierarchical,46,36,6,29.47
Hierarchical,46,37,6,29.94
Hierarchical,46,38,3,29.456
Hierarchical,46,39,6,29.108
Hierarchical,46,40,3,29.018
Hierarchical,46,41,3,30.63
Hierarchical,46,42,1,31.852
Hierarchical,46,43,4,30.928
Hierarchical,46,44,5,28.87
Hierarchical,46,45,4,30.738
Hierarchical,46,46,2,31.656
Hierarchical,46,47,1,32.724
Hierarchical,46,48,2,30.016
Hierarchical,46,49,4,29.732
Hierarchical,46,50,4,29.966
Hierarchical,46,51,4,30.196
Hierarchical,46,52,4,30.374
Hierarchical,46,53,5,28.232
Hierarchical,46,54,3,29.26
Hierarchical,46,55,4,28.988
Hierarchical,46,56,4,28.994
Hierarchical,46,57,5,29.948
Hierarchical,46,58,1,31.29
Hierarchical,46,59,5,29.52
Hierarchical,46,60,1,32.084
Hierarchical,46,61,5,29.468
Hierarchical,46,62,5,29.332
Hierarchical,46,63,2,29.932
Hierarchical,46,64,5,29.546
Hierarchical,46,65,1,32.74
Hierarchical,46,66,7,29.654
Hierarchical,46,67,8,29.186
Hierarchical,46,68,5,29.746
Hierarchical,46,69,2,29.534
Hierarchical,46,70,3,30.24
Hierarchical,46,71,8,30.03
Hierarchical,46,72,5,30.344
Hierarchical,46,73,3,30.364
Hierarchical,46,74,2,30.026
Hierarchical,46,75,6,30.526
Hierarchical,46,76,5,29.652
Hierarchical,46,77,5,29.378
Hierarchical,46,78,2,30.82
Hierarchical,46,79,4,30.716
Hierarchical,47,0,4,29.932
Hierarchical,47,1,1,32.772
Hierarchical,47,2,2,32.282
Hierarchical,47,3,3,29.948
Hierarchical,47,4,2,27.916
Hierarchical,47,5,4,30.644
Hierarchical,47,6,8,32.288
Hierarchical,47,7,4,29.898
Hierarchical,47,8,2,28.39
Hierarchical,47,9,4,31.094
Hierarchical,47,10,4,28.566
Hierarchical,47,11,5,28.94
Hierarchical,47,12,1,32.692
Hierarchical,47,13,4,30.742
Hierarchical,47,14,6,29.524
Hierarchical,47,15,5,29.716
Hierarchical,47,16,5,30.37
Hierarchical,47,17,3,28.97
Hierarchical,47,18,2,28.804
Hierarchical,47,19,2,29.136
Hierarchical,47,20,4,30.69
Hierarchical,47,21,6,31.446
Hierarchical,47,22,7,29.964
Hierarchical,47,23,7,29.644
Hierarchical,47,24,6,30.458
Hierarchical,47,25,6,30.188
Hierarchical,47,26,6,31.186
Hierarchical,47,27,4,29.786
Hierarchical,47,28,6,29.722
Hierarchical,47,29,9,30.742
Hierarchical,47,30,6,31.1
Hierarchical,47,31,0,34.174
Hierarchical,47,32,3,30.426
Hierarchical,47,33,8,29.916
Hierarchical,47,34,5,30.748
Hierarchical,47,35,3,29.852
Hierarchical,47,36,5,29.994
Hierarchical,47,37,4,29.786
Hierarchical,47,38,6,29.984
Hierarchical,47,39,5,31.062
Hierarchical,47,40,6,30.644
Hierarchical,47,41,3,28.128
